Urn,JournalDate,PurchaseDate,ExpiryDate,Purchaser,Prefix,BondNumber,IssueBranchCode,IssueTeller,IssueState,IssueBranchCodeNo,IssueBranchCity,Unique_key,PurchaserYear,DateEncashment,PartyName,AccountNum,PayBranchCode,PayTeller,encashedyear,EncashedState,EncashedBranchCode,EncashedCity,Denomination
6.91202e+20,2021-04-08,2021-04-08,2021-04-22,VEDANTA LIMITED,OC,9233.0,691.0,7516991.0,Delhi,691.0,New Delhi,OC9233,2021.0,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2021.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2021-04-08,2021-04-08,2021-04-22,VEDANTA LIMITED,OC,9235.0,691.0,7516991.0,Delhi,691.0,New Delhi,OC9235,2021.0,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2021.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2021-04-08,2021-04-08,2021-04-22,VEDANTA LIMITED,OC,9237.0,691.0,7516991.0,Delhi,691.0,New Delhi,OC9237,2021.0,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2021.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2021-04-08,2021-04-08,2021-04-22,VEDANTA LIMITED,OC,9239.0,691.0,7516991.0,Delhi,691.0,New Delhi,OC9239,2021.0,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2021.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2021-04-08,2021-04-08,2021-04-22,VEDANTA LIMITED,OC,9241.0,691.0,7516991.0,Delhi,691.0,New Delhi,OC9241,2021.0,2021-04-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2021.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9281.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9281,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9283.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9283,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9285.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9285,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9287.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9287,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9289.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9289,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9291.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9291,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9293.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9293,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9295.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9295,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9297.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9297,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9299.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9299,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9301.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9301,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9303.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9303,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9305.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9305,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9307.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9307,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9309.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9309,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9311.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9311,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9313.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9313,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9315.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9315,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9317.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9317,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-06,2022-01-06,2022-01-20,VEDANTA LIMITED,OC,9319.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9319,2022.0,2022-01-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,OC,9393.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9393,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,OC,9395.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9395,2022.0,2022-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,691.0,7516991.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,OC,9397.0,691.0,3428540.0,Delhi,691.0,New Delhi,OC9397,2022.0,2022-01-21,BHARATIYA JANATA PARTY,*******8244,691.0,3428540.0,2022.0,Delhi,691.0,New Delhi,10000000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,OL,3147.0,691.0,3300196.0,Delhi,691.0,New Delhi,OL3147,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,100000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,OL,3148.0,691.0,3300196.0,Delhi,691.0,New Delhi,OL3148,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,100000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,OL,3149.0,691.0,3300196.0,Delhi,691.0,New Delhi,OL3149,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,100000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,OL,3150.0,691.0,3300196.0,Delhi,691.0,New Delhi,OL3150,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,100000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,OL,3161.0,691.0,3300196.0,Delhi,691.0,New Delhi,OL3161,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,100000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,TL,10951.0,691.0,3300196.0,Delhi,691.0,New Delhi,TL10951,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,TL,10952.0,691.0,3300196.0,Delhi,691.0,New Delhi,TL10952,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,TL,10953.0,691.0,3300196.0,Delhi,691.0,New Delhi,TL10953,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,TL,10954.0,691.0,3300196.0,Delhi,691.0,New Delhi,TL10954,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,TL,10955.0,691.0,3300196.0,Delhi,691.0,New Delhi,TL10955,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2019-04-16,2019-04-16,2019-04-30,VEDANTA LIMITED,TL,10956.0,691.0,3300196.0,Delhi,691.0,New Delhi,TL10956,2019.0,2019-04-29,BHARATIYA JANATA PARTY,*******8244,691.0,3300196.0,2019.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13660.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13660,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13662.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13662,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13664.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13664,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13666.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13666,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13668.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13668,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13670.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13670,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13672.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13672,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13674.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13674,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13676.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13676,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13678.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13678,2022.0,2022-01-14,BHARATIYA JANATA PARTY,*******8244,691.0,5642191.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13681.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13681,2022.0,2022-01-24,ALL INDIA TRINAMOOL CONGRESS,*******0688,1.0,3490777.0,2022.0,West Bengal and Andaman& Nicobar,1.0,Kolkata,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13686.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13686,2022.0,2022-01-24,ALL INDIA TRINAMOOL CONGRESS,*******0688,1.0,3490777.0,2022.0,West Bengal and Andaman& Nicobar,1.0,Kolkata,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13688.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13688,2022.0,2022-01-21,BHARATIYA JANATA PARTY,*******8244,691.0,3428540.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13690.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13690,2022.0,2022-01-21,BHARATIYA JANATA PARTY,*******8244,691.0,3428540.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13692.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13692,2022.0,2022-01-21,BHARATIYA JANATA PARTY,*******8244,691.0,3428540.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13694.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13694,2022.0,2022-01-21,BHARATIYA JANATA PARTY,*******8244,691.0,3428540.0,2022.0,Delhi,691.0,New Delhi,1000000.0
6.91202e+20,2022-01-10,2022-01-10,2022-01-24,VEDANTA LIMITED,TL,13696.0,691.0,3428540.0,Delhi,691.0,New Delhi,TL13696,2022.0,2022-01-21,BHARATIYA JANATA PARTY,*******8244,691.0,3428540.0,2022.0,Delhi,691.0,New Delhi,1000000.0
